LST_DATE,source_file,RH_DAILY_MAX,RH_DAILY_MIN,RH_DAILY_AVG
57140-03-27,CRND0103-2015-AZ_Elgin_5_S.txt,59.2,17.5,39.5
57140-03-28,CRND0103-2015-AZ_Elgin_5_S.txt,63.2,25.6,46.1
57140-03-29,CRND0103-2015-AZ_Elgin_5_S.txt,87.2,16.5,48.9
57140-03-30,CRND0103-2015-AZ_Elgin_5_S.txt,65.3,11.7,33.7
57140-03-31,CRND0103-2015-AZ_Elgin_5_S.txt,59.2,12.3,28.3
57140-04-01,CRND0103-2015-AZ_Elgin_5_S.txt,44.8,5.7,18.6
57140-04-02,CRND0103-2015-AZ_Elgin_5_S.txt,52.4,5.5,19.6
57140-04-03,CRND0103-2015-AZ_Elgin_5_S.txt,40.6,7.5,19.9
57140-04-04,CRND0103-2015-AZ_Elgin_5_S.txt,60.3,10.7,22.9
57140-04-05,CRND0103-2015-AZ_Elgin_5_S.txt,73.4,10.3,35.6
57140-04-06,CRND0103-2015-AZ_Elgin_5_S.txt,62.7,12.8,38.1
57140-04-07,CRND0103-2015-AZ_Elgin_5_S.txt,74.8,10.3,35.2
57140-04-08,CRND0103-2015-AZ_Elgin_5_S.txt,48.5,6.9,20.9
57140-04-09,CRND0103-2015-AZ_Elgin_5_S.txt,46.6,3.9,18.9
57140-04-10,CRND0103-2015-AZ_Elgin_5_S.txt,39.2,5.5,17.9
57140-04-11,CRND0103-2015-AZ_Elgin_5_S.txt,44.4,8,20.6
57140-04-12,CRND0103-2015-AZ_Elgin_5_S.txt,50.9,7.9,22.3
57140-04-13,CRND0103-2015-AZ_Elgin_5_S.txt,46.6,10,23.6
57140-06-22,CRND0103-2015-AZ_Elgin_5_S.txt,39.6,3.4,15.9
57140-06-23,CRND0103-2015-AZ_Elgin_5_S.txt,41.2,4.9,16.2
57140-06-24,CRND0103-2015-AZ_Elgin_5_S.txt,25,3.1,11.4
57140-06-25,CRND0103-2015-AZ_Elgin_5_S.txt,80.9,9.1,25.5
57140-06-26,CRND0103-2015-AZ_Elgin_5_S.txt,53.4,19,33.3
57140-06-27,CRND0103-2015-AZ_Elgin_5_S.txt,53.9,15.5,29.9
57140-06-28,CRND0103-2015-AZ_Elgin_5_S.txt,54.3,17.9,31
57140-06-29,CRND0103-2015-AZ_Elgin_5_S.txt,90.2,17.2,41.7
57140-06-30,CRND0103-2015-AZ_Elgin_5_S.txt,92.9,25.5,67.3
57140-07-01,CRND0103-2015-AZ_Elgin_5_S.txt,92.8,26,55.6
57140-07-02,CRND0103-2015-AZ_Elgin_5_S.txt,88.7,17.3,46
57140-07-03,CRND0103-2015-AZ_Elgin_5_S.txt,55.5,5.6,21.9
57140-07-04,CRND0103-2015-AZ_Elgin_5_S.txt,38.8,4.5,14
57140-07-05,CRND0103-2015-AZ_Elgin_5_S.txt,41.7,10.5,21.3
57140-07-06,CRND0103-2015-AZ_Elgin_5_S.txt,56.3,8.2,26.8
57140-07-07,CRND0103-2015-AZ_Elgin_5_S.txt,59.7,11.6,35.3
57140-07-08,CRND0103-2015-AZ_Elgin_5_S.txt,66.1,9.2,28.6
57140-07-09,CRND0103-2015-AZ_Elgin_5_S.txt,36.7,7.9,18.3
57140-07-10,CRND0103-2015-AZ_Elgin_5_S.txt,37.7,7.1,18.1
57140-07-11,CRND0103-2015-AZ_Elgin_5_S.txt,37.4,4.1,17.9
57140-07-12,CRND0103-2015-AZ_Elgin_5_S.txt,60.1,15,31.5
57140-07-13,CRND0103-2015-AZ_Elgin_5_S.txt,75.7,17.8,35.9
57140-07-14,CRND0103-2015-AZ_Elgin_5_S.txt,54.8,11.9,24.7
57140-07-15,CRND0103-2015-AZ_Elgin_5_S.txt,49.4,19.9,35
57140-07-16,CRND0103-2015-AZ_Elgin_5_S.txt,78.3,20.2,48.8
57140-07-17,CRND0103-2015-AZ_Elgin_5_S.txt,82.6,20.4,51.4
57140-07-18,CRND0103-2015-AZ_Elgin_5_S.txt,88.7,16,45.7
57140-07-19,CRND0103-2015-AZ_Elgin_5_S.txt,76.9,17.5,43.4
57140-07-20,CRND0103-2015-AZ_Elgin_5_S.txt,87.5,14.6,55.1
57140-07-21,CRND0103-2015-AZ_Elgin_5_S.txt,89.3,19.9,58.7
57140-09-30,CRND0103-2015-AZ_Elgin_5_S.txt,92.6,35.7,69.1
57140-10-01,CRND0103-2015-AZ_Elgin_5_S.txt,89.9,27.2,54.8
57140-10-02,CRND0103-2015-AZ_Elgin_5_S.txt,76.7,23.1,46
57140-10-03,CRND0103-2015-AZ_Elgin_5_S.txt,72.6,28,51.4
57140-10-04,CRND0103-2015-AZ_Elgin_5_S.txt,88.5,46.7,68.9
57140-10-05,CRND0103-2015-AZ_Elgin_5_S.txt,88.4,29.6,61.5
57140-10-06,CRND0103-2015-AZ_Elgin_5_S.txt,82.1,31,57.8
57140-10-07,CRND0103-2015-AZ_Elgin_5_S.txt,74.8,17.6,45.1
57140-10-08,CRND0103-2015-AZ_Elgin_5_S.txt,78.3,30.8,53.7
57140-10-09,CRND0103-2015-AZ_Elgin_5_S.txt,77.3,33.5,53.7
57140-10-10,CRND0103-2015-AZ_Elgin_5_S.txt,84.1,23.4,47.8
57140-10-11,CRND0103-2015-AZ_Elgin_5_S.txt,77.6,24.3,52.1
57140-10-12,CRND0103-2015-AZ_Elgin_5_S.txt,86.7,28.1,57.7
57140-10-13,CRND0103-2015-AZ_Elgin_5_S.txt,88.3,27.5,65.4
57140-10-14,CRND0103-2015-AZ_Elgin_5_S.txt,73,39.8,56.6
57140-10-15,CRND0103-2015-AZ_Elgin_5_S.txt,82.3,27.4,58.5
57140-10-16,CRND0103-2015-AZ_Elgin_5_S.txt,84.1,40.3,62.7
57140-10-17,CRND0103-2015-AZ_Elgin_5_S.txt,88.2,58.2,78.7
57140-10-18,CRND0103-2015-AZ_Elgin_5_S.txt,91.5,36.1,67.9
57140-10-19,CRND0103-2015-AZ_Elgin_5_S.txt,91.8,34.6,61.2
57140-10-20,CRND0103-2015-AZ_Elgin_5_S.txt,85.9,26.8,51.6
57140-10-21,CRND0103-2015-AZ_Elgin_5_S.txt,84.2,33.5,66.4
57140-10-22,CRND0103-2015-AZ_Elgin_5_S.txt,94,45.2,76.3
57140-10-23,CRND0103-2015-AZ_Elgin_5_S.txt,93.9,37.6,71.7
57140-10-24,CRND0103-2015-AZ_Elgin_5_S.txt,91,24.4,54.5
57140-10-25,CRND0103-2015-AZ_Elgin_5_S.txt,71.4,14.1,42.5
57140-10-26,CRND0103-2015-AZ_Elgin_5_S.txt,70.6,21.2,48.4
57140-10-27,CRND0103-2015-AZ_Elgin_5_S.txt,90.8,27.7,64.1
57140-10-28,CRND0103-2015-AZ_Elgin_5_S.txt,85.6,32.1,68.2
57140-10-29,CRND0103-2015-AZ_Elgin_5_S.txt,93.1,29.1,62
57140-10-30,CRND0103-2015-AZ_Elgin_5_S.txt,91.7,26.5,62.8
57141-01-08,CRND0103-2015-AZ_Elgin_5_S.txt,92.2,34.5,72.2
57141-01-09,CRND0103-2015-AZ_Elgin_5_S.txt,82.7,27.1,55.4
57141-01-10,CRND0103-2015-AZ_Elgin_5_S.txt,80.2,23.4,51.1
57141-01-11,CRND0103-2015-AZ_Elgin_5_S.txt,81.9,18.4,44.5
57141-01-12,CRND0103-2015-AZ_Elgin_5_S.txt,79,16.5,38.8
57141-01-13,CRND0103-2015-AZ_Elgin_5_S.txt,65.2,21.8,42.4
57141-01-14,CRND0103-2015-AZ_Elgin_5_S.txt,86.8,28.1,61.8
57141-01-15,CRND0103-2015-AZ_Elgin_5_S.txt,92.7,31,65.7
57141-01-16,CRND0103-2015-AZ_Elgin_5_S.txt,92.3,27.7,66.7
57141-01-17,CRND0103-2015-AZ_Elgin_5_S.txt,93,26.8,65
57141-01-18,CRND0103-2015-AZ_Elgin_5_S.txt,89.4,29.8,60.3
57141-01-19,CRND0103-2015-AZ_Elgin_5_S.txt,83.7,25.4,58.5
57141-01-20,CRND0103-2015-AZ_Elgin_5_S.txt,85.7,16.5,47.1
57141-01-21,CRND0103-2015-AZ_Elgin_5_S.txt,70.4,17.5,40.4
57141-01-22,CRND0103-2015-AZ_Elgin_5_S.txt,71.3,16.9,41.7
57141-01-23,CRND0103-2015-AZ_Elgin_5_S.txt,74.7,20.9,41.7
57141-01-24,CRND0103-2015-AZ_Elgin_5_S.txt,78.2,25.9,49.8
57141-01-25,CRND0103-2015-AZ_Elgin_5_S.txt,80.9,23.1,48.9
57141-01-26,CRND0103-2015-AZ_Elgin_5_S.txt,79.3,24.2,47.1
57141-01-27,CRND0103-2015-AZ_Elgin_5_S.txt,88.7,30.1,66.7
57141-01-28,CRND0103-2015-AZ_Elgin_5_S.txt,89.7,27.8,62
57141-01-29,CRND0103-2015-AZ_Elgin_5_S.txt,89.2,36.3,70.9
57141-01-30,CRND0103-2015-AZ_Elgin_5_S.txt,90,22.1,59.1
57141-01-31,CRND0103-2015-AZ_Elgin_5_S.txt,91.2,30.7,59.5
57141-02-01,CRND0103-2015-AZ_Elgin_5_S.txt,93,32.4,71.9
57141-02-02,CRND0103-2015-AZ_Elgin_5_S.txt,92.9,38.7,71.6
57141-02-03,CRND0103-2015-AZ_Elgin_5_S.txt,90.5,35.4,65.2
57141-02-04,CRND0103-2015-AZ_Elgin_5_S.txt,89,24.5,55.6
57141-02-05,CRND0103-2015-AZ_Elgin_5_S.txt,80.3,24.8,52.7
57141-02-06,CRND0103-2015-AZ_Elgin_5_S.txt,82.6,30,61.1
57141-02-07,CRND0103-2015-AZ_Elgin_5_S.txt,77.9,34.4,56
57141-04-18,CRND0103-2015-AZ_Elgin_5_S.txt,84.3,27,53
57141-04-19,CRND0103-2015-AZ_Elgin_5_S.txt,86.8,27.4,58.5
57141-04-20,CRND0103-2015-AZ_Elgin_5_S.txt,93,36.9,76.1
57141-04-21,CRND0103-2015-AZ_Elgin_5_S.txt,93.6,52,82.3
57141-04-22,CRND0103-2015-AZ_Elgin_5_S.txt,94.2,48.4,76.2
57141-04-23,CRND0103-2015-AZ_Elgin_5_S.txt,92.2,35.7,68
57141-04-24,CRND0103-2015-AZ_Elgin_5_S.txt,87.6,31.2,60.8
57141-04-25,CRND0103-2015-AZ_Elgin_5_S.txt,85.9,38.7,68.7
57141-04-26,CRND0103-2015-AZ_Elgin_5_S.txt,83.6,37.5,57.3
57141-04-27,CRND0103-2015-AZ_Elgin_5_S.txt,90.1,48.8,71.9
57141-04-28,CRND0103-2015-AZ_Elgin_5_S.txt,89.3,31,64.3
57141-04-29,CRND0103-2015-AZ_Elgin_5_S.txt,90.1,19.9,56.5
57141-04-30,CRND0103-2015-AZ_Elgin_5_S.txt,83.4,21.3,54.1
57141-05-01,CRND0103-2015-AZ_Elgin_5_S.txt,81.7,25.2,56.6
57141-05-02,CRND0103-2015-AZ_Elgin_5_S.txt,89.4,28.6,62.3
57141-05-03,CRND0103-2015-AZ_Elgin_5_S.txt,92.4,27,61
57141-05-04,CRND0103-2015-AZ_Elgin_5_S.txt,88.2,26.8,59.4
57141-05-05,CRND0103-2015-AZ_Elgin_5_S.txt,84.4,26.3,57.9
57141-05-06,CRND0103-2015-AZ_Elgin_5_S.txt,93.1,40.2,73.6
57141-05-07,CRND0103-2015-AZ_Elgin_5_S.txt,93.2,39.3,68.7
57141-05-08,CRND0103-2015-AZ_Elgin_5_S.txt,93.8,64.6,85.2
57141-05-09,CRND0103-2015-AZ_Elgin_5_S.txt,92,45.8,76.7
57141-05-10,CRND0103-2015-AZ_Elgin_5_S.txt,93.4,25.1,67.4
57141-05-11,CRND0103-2015-AZ_Elgin_5_S.txt,91.1,26.3,59
57141-05-12,CRND0103-2015-AZ_Elgin_5_S.txt,76.4,32.2,49
57141-05-13,CRND0103-2015-AZ_Elgin_5_S.txt,87.3,21.4,48.5
57141-05-14,CRND0103-2015-AZ_Elgin_5_S.txt,75.1,16.2,42.8
57141-05-15,CRND0103-2015-AZ_Elgin_5_S.txt,84.8,18.2,48.8
57141-05-16,CRND0103-2015-AZ_Elgin_5_S.txt,79.9,15.7,45.8
57141-05-17,CRND0103-2015-AZ_Elgin_5_S.txt,73.4,15.1,41
57141-07-27,CRND0103-2015-AZ_Elgin_5_S.txt,63.2,16.2,35.9
57141-07-28,CRND0103-2015-AZ_Elgin_5_S.txt,64,16.9,37.3
57141-07-29,CRND0103-2015-AZ_Elgin_5_S.txt,80.4,26.4,50.9
57141-07-30,CRND0103-2015-AZ_Elgin_5_S.txt,79.7,34.8,57.9
57141-07-31,CRND0103-2015-AZ_Elgin_5_S.txt,80.4,28.6,58.7
57141-08-01,CRND0103-2015-AZ_Elgin_5_S.txt,89.2,24,59.6
57141-08-02,CRND0103-2015-AZ_Elgin_5_S.txt,91.6,41.6,71.1
57141-08-03,CRND0103-2015-AZ_Elgin_5_S.txt,91.2,29,61.5
57141-08-04,CRND0103-2015-AZ_Elgin_5_S.txt,86.2,28,56.4
57141-08-05,CRND0103-2015-AZ_Elgin_5_S.txt,78.9,34.1,56.4
57141-08-06,CRND0103-2015-AZ_Elgin_5_S.txt,79.9,25.9,57.7
57141-08-07,CRND0103-2015-AZ_Elgin_5_S.txt,73.9,29.5,54
57141-08-08,CRND0103-2015-AZ_Elgin_5_S.txt,84,23,51.9
57141-08-09,CRND0103-2015-AZ_Elgin_5_S.txt,79.7,13.9,46.5
57141-08-10,CRND0103-2015-AZ_Elgin_5_S.txt,81.6,25.2,55.2
57141-08-11,CRND0103-2015-AZ_Elgin_5_S.txt,91.9,30.7,59.8
57141-08-12,CRND0103-2015-AZ_Elgin_5_S.txt,90.9,38.1,69.4
57141-08-13,CRND0103-2015-AZ_Elgin_5_S.txt,94.1,29.4,68.5
57141-08-14,CRND0103-2015-AZ_Elgin_5_S.txt,90,22.2,56.9
57141-08-15,CRND0103-2015-AZ_Elgin_5_S.txt,88.9,33.4,62.8
57141-08-16,CRND0103-2015-AZ_Elgin_5_S.txt,92.5,34,74.1
57141-08-17,CRND0103-2015-AZ_Elgin_5_S.txt,92.5,32.8,70.3
57141-08-18,CRND0103-2015-AZ_Elgin_5_S.txt,91.9,27.4,64.4
57141-08-19,CRND0103-2015-AZ_Elgin_5_S.txt,77.6,20.6,47.9
57141-08-20,CRND0103-2015-AZ_Elgin_5_S.txt,90.5,32.1,59.9
57141-08-21,CRND0103-2015-AZ_Elgin_5_S.txt,86.8,20.6,55.3
57141-08-22,CRND0103-2015-AZ_Elgin_5_S.txt,84.3,20.1,54.6
57141-08-23,CRND0103-2015-AZ_Elgin_5_S.txt,75.1,20.5,48.2
57141-08-24,CRND0103-2015-AZ_Elgin_5_S.txt,88.1,26.7,56.8
57141-08-25,CRND0103-2015-AZ_Elgin_5_S.txt,92.9,56.6,80.5
57141-08-26,CRND0103-2015-AZ_Elgin_5_S.txt,93.2,25.1,64
57141-11-04,CRND0103-2015-AZ_Elgin_5_S.txt,87.4,14.9,54.9
57141-11-05,CRND0103-2015-AZ_Elgin_5_S.txt,72.8,13.9,40.9
57141-11-06,CRND0103-2015-AZ_Elgin_5_S.txt,66.1,20.7,45
57141-11-07,CRND0103-2015-AZ_Elgin_5_S.txt,85.8,31,60.9
57141-11-08,CRND0103-2015-AZ_Elgin_5_S.txt,88.2,26.9,55.9
57141-11-09,CRND0103-2015-AZ_Elgin_5_S.txt,80.3,8.3,51.7
57141-11-10,CRND0103-2015-AZ_Elgin_5_S.txt,84.3,15.3,45.9
57141-11-11,CRND0103-2015-AZ_Elgin_5_S.txt,79.9,20.6,47
57141-11-12,CRND0103-2015-AZ_Elgin_5_S.txt,59.3,7.8,30.5
57141-11-13,CRND0103-2015-AZ_Elgin_5_S.txt,67.4,14.5,39.2
57141-11-14,CRND0103-2015-AZ_Elgin_5_S.txt,82.4,10.4,42.9
57141-11-15,CRND0103-2015-AZ_Elgin_5_S.txt,72.7,7.6,33.7
57141-11-16,CRND0103-2015-AZ_Elgin_5_S.txt,55.7,8.8,27.9
57141-11-17,CRND0103-2015-AZ_Elgin_5_S.txt,44.9,9.6,24.1
57141-11-18,CRND0103-2015-AZ_Elgin_5_S.txt,88.3,38.7,69.6
57141-11-19,CRND0103-2015-AZ_Elgin_5_S.txt,89.4,30.3,66.2
57141-11-20,CRND0103-2015-AZ_Elgin_5_S.txt,78.6,28.8,51.9
57141-11-21,CRND0103-2015-AZ_Elgin_5_S.txt,80.3,18,52.4
57141-11-22,CRND0103-2015-AZ_Elgin_5_S.txt,85.2,13.5,50.4
57141-11-23,CRND0103-2015-AZ_Elgin_5_S.txt,74,8.7,42.5
57141-11-24,CRND0103-2015-AZ_Elgin_5_S.txt,75,16.6,38
57141-11-25,CRND0103-2015-AZ_Elgin_5_S.txt,71.6,16.9,43.4
57141-11-26,CRND0103-2015-AZ_Elgin_5_S.txt,68.2,11.2,39.3
57141-11-27,CRND0103-2015-AZ_Elgin_5_S.txt,49.4,7.4,27.9
57141-11-28,CRND0103-2015-AZ_Elgin_5_S.txt,77.2,19.2,39.2
57141-11-29,CRND0103-2015-AZ_Elgin_5_S.txt,91.9,45.7,78.6
57141-11-30,CRND0103-2015-AZ_Elgin_5_S.txt,87.9,12.2,50.2
57141-12-01,CRND0103-2015-AZ_Elgin_5_S.txt,79.5,5.4,38.7
57141-12-02,CRND0103-2015-AZ_Elgin_5_S.txt,76.7,6.4,35.7
57141-12-03,CRND0103-2015-AZ_Elgin_5_S.txt,83.1,8.7,50.8
57142-02-12,CRND0103-2015-AZ_Elgin_5_S.txt,62.1,6.6,34.8
57142-02-13,CRND0103-2015-AZ_Elgin_5_S.txt,64.1,7.4,35.3
57142-02-14,CRND0103-2015-AZ_Elgin_5_S.txt,63,4.9,28.9
57142-02-15,CRND0103-2015-AZ_Elgin_5_S.txt,63.6,4.8,28.1
57142-02-16,CRND0103-2015-AZ_Elgin_5_S.txt,62.4,12.2,33.5
57142-02-17,CRND0103-2015-AZ_Elgin_5_S.txt,71.7,13.1,40.5
57142-02-18,CRND0103-2015-AZ_Elgin_5_S.txt,64.5,15.3,41
57142-02-19,CRND0103-2015-AZ_Elgin_5_S.txt,64,3.9,31.2
57142-02-20,CRND0103-2015-AZ_Elgin_5_S.txt,43.8,6.4,24.1
57142-02-21,CRND0103-2015-AZ_Elgin_5_S.txt,46.9,8.5,21.5
57142-02-22,CRND0103-2015-AZ_Elgin_5_S.txt,61.9,14.6,26.4
57142-02-23,CRND0103-2015-AZ_Elgin_5_S.txt,93.3,60.7,82.3
57142-02-24,CRND0103-2015-AZ_Elgin_5_S.txt,83,19.3,51.7
57142-02-25,CRND0103-2015-AZ_Elgin_5_S.txt,90.1,25.3,57.9
57142-02-26,CRND0103-2015-AZ_Elgin_5_S.txt,86.5,25.5,63.4
57142-02-27,CRND0103-2015-AZ_Elgin_5_S.txt,84.3,18.6,59.1
57142-02-28,CRND0103-2015-AZ_Elgin_5_S.txt,83.9,10.5,52
57142-03-01,CRND0103-2015-AZ_Elgin_5_S.txt,66.1,9.6,39.3
57142-03-02,CRND0103-2015-AZ_Elgin_5_S.txt,74.8,16.9,43.3
57142-03-03,CRND0103-2015-AZ_Elgin_5_S.txt,88.2,20.5,48.3
57142-03-04,CRND0103-2015-AZ_Elgin_5_S.txt,91.8,20.6,65.4
57142-03-05,CRND0103-2015-AZ_Elgin_5_S.txt,76.4,38.2,52.9
57142-03-06,CRND0103-2015-AZ_Elgin_5_S.txt,84,42.5,68.1
57142-03-07,CRND0103-2015-AZ_Elgin_5_S.txt,84.1,36.4,65.9
57142-03-08,CRND0103-2015-AZ_Elgin_5_S.txt,88.5,31.9,60.5
57142-03-09,CRND0103-2015-AZ_Elgin_5_S.txt,65.6,23.2,46.4
57142-03-10,CRND0103-2015-AZ_Elgin_5_S.txt,81,32,56.5
57142-03-11,CRND0103-2015-AZ_Elgin_5_S.txt,86.6,23.6,56.2
57142-03-12,CRND0103-2015-AZ_Elgin_5_S.txt,81.2,34.3,60.5
57142-03-13,CRND0103-2015-AZ_Elgin_5_S.txt,86.9,21.8,59
57142-03-14,CRND0103-2015-AZ_Elgin_5_S.txt,76.5,17.8,54
57139-02-08,CRND0103-2015-AZ_Tucson_11_W.txt,94.9,56.6,80.6
57139-02-09,CRND0103-2015-AZ_Tucson_11_W.txt,92.8,45.1,71.8
57139-02-10,CRND0103-2015-AZ_Tucson_11_W.txt,90.4,31.2,60.6
57139-02-11,CRND0103-2015-AZ_Tucson_11_W.txt,81.5,19.1,53.3
57139-02-12,CRND0103-2015-AZ_Tucson_11_W.txt,64.1,10.9,29.1
57139-02-13,CRND0103-2015-AZ_Tucson_11_W.txt,55.7,9,24.2
57139-02-14,CRND0103-2015-AZ_Tucson_11_W.txt,27.9,11,18.4
57139-02-15,CRND0103-2015-AZ_Tucson_11_W.txt,89.2,27.7,62
57139-02-16,CRND0103-2015-AZ_Tucson_11_W.txt,82.4,38.4,53.2
57139-02-17,CRND0103-2015-AZ_Tucson_11_W.txt,76.1,36.4,52.3
57139-02-18,CRND0103-2015-AZ_Tucson_11_W.txt,79.7,33.6,54.7
57139-02-19,CRND0103-2015-AZ_Tucson_11_W.txt,90.2,45.1,67.8
57139-02-20,CRND0103-2015-AZ_Tucson_11_W.txt,94.7,47.8,80.9
57139-02-21,CRND0103-2015-AZ_Tucson_11_W.txt,96.6,49.5,79.5
57139-02-22,CRND0103-2015-AZ_Tucson_11_W.txt,89.4,19,45.5
57139-02-23,CRND0103-2015-AZ_Tucson_11_W.txt,55.7,13.5,29.3
57139-02-24,CRND0103-2015-AZ_Tucson_11_W.txt,65.6,18.4,41
57139-02-25,CRND0103-2015-AZ_Tucson_11_W.txt,65.7,16.8,36.3
57139-02-26,CRND0103-2015-AZ_Tucson_11_W.txt,73.1,15.5,39.6
57139-02-27,CRND0103-2015-AZ_Tucson_11_W.txt,58.8,9.6,34.5
57139-02-28,CRND0103-2015-AZ_Tucson_11_W.txt,50.9,20.9,33.3
57139-03-01,CRND0103-2015-AZ_Tucson_11_W.txt,52.7,9.2,23.3
57139-03-02,CRND0103-2015-AZ_Tucson_11_W.txt,46.3,13.4,30.8
57139-03-03,CRND0103-2015-AZ_Tucson_11_W.txt,51,5.4,14.5
57139-03-04,CRND0103-2015-AZ_Tucson_11_W.txt,27.6,6.4,13
57139-03-05,CRND0103-2015-AZ_Tucson_11_W.txt,77.2,16.6,35.3
57139-03-06,CRND0103-2015-AZ_Tucson_11_W.txt,83.5,38,58
57139-03-07,CRND0103-2015-AZ_Tucson_11_W.txt,92.6,28.1,66.3
57139-03-08,CRND0103-2015-AZ_Tucson_11_W.txt,89.5,37.5,65.3
57139-03-09,CRND0103-2015-AZ_Tucson_11_W.txt,94.8,75.7,88.7
57139-03-10,CRND0103-2015-AZ_Tucson_11_W.txt,95,75.5,91.3
57139-05-19,CRND0103-2015-AZ_Tucson_11_W.txt,96.1,55.9,83.8
57139-05-20,CRND0103-2015-AZ_Tucson_11_W.txt,93.1,32.3,62.8
57139-05-21,CRND0103-2015-AZ_Tucson_11_W.txt,90.3,24.4,58.8
57139-05-22,CRND0103-2015-AZ_Tucson_11_W.txt,79.1,20.1,48.4
57139-05-23,CRND0103-2015-AZ_Tucson_11_W.txt,76,13.5,45.3
57139-05-24,CRND0103-2015-AZ_Tucson_11_W.txt,75.3,11.5,35.8
57139-05-25,CRND0103-2015-AZ_Tucson_11_W.txt,69.1,11.8,38.2
57139-05-26,CRND0103-2015-AZ_Tucson_11_W.txt,66.7,13.8,40.3
57139-05-27,CRND0103-2015-AZ_Tucson_11_W.txt,73.1,14,45.7
57139-05-28,CRND0103-2015-AZ_Tucson_11_W.txt,75.6,12,40.2
57139-05-29,CRND0103-2015-AZ_Tucson_11_W.txt,76.3,11.1,34.8
57139-05-30,CRND0103-2015-AZ_Tucson_11_W.txt,36.4,21.8,27.9
57139-05-31,CRND0103-2015-AZ_Tucson_11_W.txt,55.8,20.2,33.5
57139-06-01,CRND0103-2015-AZ_Tucson_11_W.txt,56.3,23.5,35
57139-06-02,CRND0103-2015-AZ_Tucson_11_W.txt,79.8,39.2,57.7
57139-06-03,CRND0103-2015-AZ_Tucson_11_W.txt,88.8,32,61.3
57139-06-04,CRND0103-2015-AZ_Tucson_11_W.txt,86.1,18.4,49.6
57139-06-05,CRND0103-2015-AZ_Tucson_11_W.txt,61.8,14.2,30.2
57139-06-06,CRND0103-2015-AZ_Tucson_11_W.txt,50,7.6,27.2
57139-06-07,CRND0103-2015-AZ_Tucson_11_W.txt,46.6,15.5,28.8
57139-06-08,CRND0103-2015-AZ_Tucson_11_W.txt,51.5,16.2,31.8
57139-06-09,CRND0103-2015-AZ_Tucson_11_W.txt,48.4,14.8,33.7
57139-06-10,CRND0103-2015-AZ_Tucson_11_W.txt,78.2,33.7,50.4
57139-06-11,CRND0103-2015-AZ_Tucson_11_W.txt,90.3,31.3,66.5
57139-06-12,CRND0103-2015-AZ_Tucson_11_W.txt,84.1,20.5,48.5
57139-06-13,CRND0103-2015-AZ_Tucson_11_W.txt,65.8,10.8,33.4
57139-06-14,CRND0103-2015-AZ_Tucson_11_W.txt,49.5,13.9,30
57139-06-15,CRND0103-2015-AZ_Tucson_11_W.txt,62.7,36.3,48.9
57139-08-27,CRND0103-2015-AZ_Tucson_11_W.txt,84,28.4,47.7
57139-08-28,CRND0103-2015-AZ_Tucson_11_W.txt,89.9,41.2,66
57139-08-29,CRND0103-2015-AZ_Tucson_11_W.txt,94.7,36.7,63
57139-08-30,CRND0103-2015-AZ_Tucson_11_W.txt,81.4,29.9,53.9
57139-08-31,CRND0103-2015-AZ_Tucson_11_W.txt,72.6,10.6,31.6
57139-09-01,CRND0103-2015-AZ_Tucson_11_W.txt,25.5,10.9,16.3
57139-09-02,CRND0103-2015-AZ_Tucson_11_W.txt,39.9,11.6,22.4
57139-09-03,CRND0103-2015-AZ_Tucson_11_W.txt,60.5,15,31.9
57139-09-04,CRND0103-2015-AZ_Tucson_11_W.txt,43.9,10.4,24.2
57139-09-05,CRND0103-2015-AZ_Tucson_11_W.txt,45.5,8.6,22.6
57139-09-06,CRND0103-2015-AZ_Tucson_11_W.txt,34.6,6.4,14.9
57139-09-07,CRND0103-2015-AZ_Tucson_11_W.txt,34.4,13.2,18.4
57139-09-08,CRND0103-2015-AZ_Tucson_11_W.txt,55.4,14.2,28.2
57139-09-09,CRND0103-2015-AZ_Tucson_11_W.txt,38.4,11.7,18.2
57139-09-10,CRND0103-2015-AZ_Tucson_11_W.txt,23.1,9.1,14.9
57139-09-11,CRND0103-2015-AZ_Tucson_11_W.txt,29.9,13.5,19.2
57139-09-12,CRND0103-2015-AZ_Tucson_11_W.txt,53.2,14.6,28.2
57139-09-13,CRND0103-2015-AZ_Tucson_11_W.txt,90.7,29.2,56.5
57139-09-14,CRND0103-2015-AZ_Tucson_11_W.txt,94.7,41.8,78.3
57139-09-15,CRND0103-2015-AZ_Tucson_11_W.txt,NA,NA,NA
57139-09-16,CRND0103-2015-AZ_Tucson_11_W.txt,83.9,20.9,45.1
57139-09-17,CRND0103-2015-AZ_Tucson_11_W.txt,55.7,13.3,33
57139-09-18,CRND0103-2015-AZ_Tucson_11_W.txt,45.8,7.4,21.5
57139-09-19,CRND0103-2015-AZ_Tucson_11_W.txt,32.9,5.8,15.8
57139-09-20,CRND0103-2015-AZ_Tucson_11_W.txt,40.1,10.3,23
57139-09-21,CRND0103-2015-AZ_Tucson_11_W.txt,40.3,7.1,15.2
57139-09-22,CRND0103-2015-AZ_Tucson_11_W.txt,31.6,3.4,12.9
57139-09-23,CRND0103-2015-AZ_Tucson_11_W.txt,31,4.4,12.9
57139-09-24,CRND0103-2015-AZ_Tucson_11_W.txt,24.6,4.5,12.8
57139-09-25,CRND0103-2015-AZ_Tucson_11_W.txt,29.4,8,15.7
