DATE,source_file,LONGITUDE,LATITUDE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_MEAN
2015-01-01,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-18.3,-24.4,-21.4
2015-01-02,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-20.9,-25.6,-23.3
2015-01-03,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-23.2,-28.8,-26
2015-01-04,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-24.7,-30.5,-27.6
2015-01-05,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-11.5,-28.4,-19.9
2015-01-06,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-11.8,-31.8,-21.8
2015-01-07,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-27,-31,-29
2015-01-08,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-21.7,-28.2,-24.9
2015-01-09,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-11.6,-27.4,-19.5
2015-01-10,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-11.9,-23.8,-17.9
2015-01-11,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-23.8,-28.6,-26.2
2015-01-12,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-25.9,-30.8,-28.4
2015-01-13,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-29.1,-37.8,-33.4
2015-01-14,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-24.9,-34.1,-29.5
2015-01-15,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-20.8,-25.9,-23.3
2015-01-16,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-19.5,-22.5,-21
2015-01-17,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-19.4,-21.6,-20.5
2015-01-18,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-20.6,-22.8,-21.7
2015-01-19,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-20.3,-29.7,-25
2015-01-20,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-19.3,-26.9,-23.1
2015-01-21,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-18.7,-23.6,-21.2
2015-01-22,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-21.2,-25.5,-23.4
2015-01-23,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-24.3,-26.9,-25.6
2015-01-24,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-26.9,-33.3,-30.1
2015-01-25,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-01-26,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-01-27,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-01-28,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-01-29,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-01-30,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-01-31,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-01,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-02,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-03,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-04,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-05,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-06,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-07,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-08,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-09,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-10,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-11,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-12,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-13,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-14,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-15,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-16,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-17,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-18,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-19,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-20,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-21,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-22,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-23,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-24,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-25,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-26,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-27,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-02-28,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-01,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-02,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-03,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-04,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-05,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-06,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-07,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-08,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-09,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-10,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-11,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-12,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-13,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-14,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-15,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-16,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-17,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-18,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-19,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-20,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-21,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-22,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-03-23,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-16.9,-30,-23.5
2015-03-24,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-22,-30.2,-26.1
2015-03-25,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-21.2,-27,-24.1
2015-03-26,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-16.4,-24.2,-20.3
2015-03-27,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-17.6,-23.1,-20.4
2015-03-28,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-17.2,-22.6,-19.9
2015-03-29,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-16.8,-19.5,-18.2
2015-03-30,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-16.7,-20,-18.4
2015-03-31,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-15.6,-19.2,-17.4
2015-04-01,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-16.3,-20.8,-18.6
2015-04-02,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-15.7,-19.8,-17.7
2015-04-03,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-16.2,-25.8,-21
2015-04-04,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-17.5,-26.5,-22
2015-04-05,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-16,-25.1,-20.6
2015-04-06,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-16,-20.1,-18.1
2015-04-07,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-15,-19.4,-17.2
2015-04-08,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-12.2,-15.7,-14
2015-04-09,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-11.8,-14.1,-13
2015-04-10,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-11.7,-14.1,-12.9
2015-04-11,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-13.1,-17.8,-15.5
2015-04-12,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-12.2,-14.7,-13.4
2015-04-13,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-12.4,-15.1,-13.7
2015-04-14,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-14.7,-21.9,-18.3
2015-04-15,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-14.8,-22.1,-18.5
2015-04-16,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-14.2,-17.9,-16.1
2015-04-17,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-14.7,-20.4,-17.5
2015-04-18,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-9.5,-20.5,-15
2015-04-19,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-5.4,-14.8,-10.1
2015-04-20,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,0.7,-7.8,-3.6
2015-04-21,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-5.6,-9.6,-7.6
2015-04-22,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-0.9,-10.8,-5.8
2015-04-23,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,0.4,-9.6,-4.6
2015-04-24,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-2.7,-17.7,-10.2
2015-04-25,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-2.9,-12,-7.5
2015-04-26,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-12,-19.6,-15.8
2015-04-27,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-9.6,-20.9,-15.2
2015-04-28,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-5.7,-11.2,-8.4
2015-04-29,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-6.8,-9.4,-8.1
2015-04-30,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-8.1,-11.7,-9.9
2015-05-01,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-5.5,-10.3,-7.9
2015-05-02,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-3.4,-7.1,-5.3
2015-05-03,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-3,-10.1,-6.5
2015-05-04,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-5.5,-8.7,-7.1
2015-05-05,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-6.6,-9.9,-8.2
2015-05-06,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-6,-12.5,-9.3
2015-05-07,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-2.3,-8.3,-5.3
2015-05-08,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,1.4,-9.5,-4.1
2015-05-09,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,1.4,-4.6,-1.6
2015-05-10,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-0.2,-3.7,-2
2015-05-11,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,0.4,-1.8,-0.7
2015-05-12,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2.2,-1.6,0.3
2015-05-13,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-0.8,-2.3,-1.6
2015-05-14,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-0.7,-3.1,-1.9
2015-05-15,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,1.4,-3,-0.8
2015-05-16,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5.3,-1.5,1.9
2015-05-17,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,10.1,0.8,5.5
2015-05-18,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,8.6,-0.2,4.2
2015-05-19,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,8.2,1,4.6
2015-05-20,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2.2,0.3,1.2
2015-05-21,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5.9,-0.2,2.9
2015-05-22,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5.2,0.7,3
2015-05-23,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,3.2,0.5,1.9
2015-05-24,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,1,-0.5,0.3
2015-05-25,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2.5,0.3,1.4
2015-05-26,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,3.6,0.6,2.1
2015-05-27,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2.1,-0.6,0.8
2015-05-28,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,3.1,-1.5,0.8
2015-05-29,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,4,-0.7,1.6
2015-05-30,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,4.2,-0.6,1.8
2015-05-31,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,0.5,-2,-0.7
2015-06-01,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2.1,-3.6,-0.7
2015-06-02,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,1,-1.5,-0.3
2015-06-03,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,0.7,-3.8,-1.5
2015-06-04,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-0.1,-4.5,-2.3
2015-06-05,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2,-0.8,0.6
2015-06-06,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,3.2,0.3,1.7
2015-06-07,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,8.5,0.9,4.7
2015-06-08,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,12.6,0.1,6.3
2015-06-09,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,12,3.4,7.7
2015-06-10,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,18.9,2.4,10.6
2015-06-11,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5,0.2,2.6
2015-06-12,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,11.1,-0.9,5.1
2015-06-13,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,17.2,5.6,11.4
2015-06-14,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,17.9,5.3,11.6
2015-06-15,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,19.3,6.3,12.8
2015-06-16,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,16,5.5,10.7
2015-06-17,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,15.6,7.1,11.4
2015-06-18,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,14.9,3.4,9.2
2015-06-19,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,16.5,2.6,9.5
2015-06-20,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,25.3,7.1,16.2
2015-06-21,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,26.7,10.3,18.5
2015-06-22,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,22.9,2,12.4
2015-06-23,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,26.2,0.5,13.3
2015-06-24,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,24.2,9.6,16.9
2015-06-25,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,17.3,5.7,11.5
2015-06-26,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,14,4.8,9.4
2015-06-27,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,9.8,4.1,7
2015-06-28,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,14.2,4.4,9.3
2015-06-29,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,23,5.5,14.2
2015-06-30,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,20.2,10.6,15.4
2015-07-01,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,16.5,9,12.8
2015-07-02,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,19.1,8.1,13.6
2015-07-03,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,13.1,7.6,10.4
2015-07-04,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,14.2,6.4,10.3
2015-07-05,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,15.6,4.9,10.3
2015-07-06,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,17.7,5.2,11.5
2015-07-07,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,9.3,0.6,5
2015-07-08,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,6.2,0.1,3.2
2015-07-09,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,6.7,1.6,4.2
2015-07-10,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,6.3,0,3.2
2015-07-11,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5.1,0.2,2.6
2015-07-12,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5.1,1.3,3.2
2015-07-13,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,9.4,1.3,5.4
2015-07-14,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,11,0.8,5.9
2015-07-15,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,8,1.8,4.9
2015-07-16,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,9,1.5,5.3
2015-07-17,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,15.3,2.7,9
2015-07-18,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-07-19,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,12.2,6.4,9.3
2015-07-20,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,10,6.2,8.1
2015-07-21,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,13,5.9,9.4
2015-07-22,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,8.1,3.1,5.6
2015-07-23,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5.8,1.7,3.8
2015-07-24,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,8.3,1.2,4.7
2015-07-25,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,8.8,1.8,5.3
2015-07-26,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,7.1,2.8,5
2015-07-27,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,8.7,2.9,5.8
2015-07-28,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,7.4,1.8,4.6
2015-07-29,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,6.1,0.9,3.5
2015-07-30,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,7,1.4,4.2
2015-07-31,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,20.7,1.9,11.3
2015-08-01,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,10.8,2.1,6.5
2015-08-02,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,14.9,2.4,8.7
2015-08-03,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,14.2,9.9,12.1
2015-08-04,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,10.8,3.1,6.9
2015-08-05,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5.8,1.3,3.6
2015-08-06,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,6.8,0.9,3.9
2015-08-07,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,19.3,1.9,10.6
2015-08-08,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,9.8,3.8,6.8
2015-08-09,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,9.7,3.2,6.5
2015-08-10,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,4.4,1.6,3
2015-08-11,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,3.9,1.3,2.6
2015-08-12,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,10.1,1.8,5.9
2015-08-13,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,14.6,1.5,8
2015-08-14,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,15.7,10.1,12.9
2015-08-15,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,10.7,1,5.8
2015-08-16,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,3.5,-0.2,1.7
2015-08-17,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2.4,-0.3,1
2015-08-18,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,1.3,0.3,0.8
2015-08-19,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2.9,0.3,1.6
2015-08-20,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,4.8,0.3,2.5
2015-08-21,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,6,0.7,3.4
2015-08-22,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,4.7,2.1,3.4
2015-08-23,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5.3,1.5,3.4
2015-08-24,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5.9,0.5,3.2
2015-08-25,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,16.2,1.7,9
2015-08-26,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,14.2,5.2,9.7
2015-08-27,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,6.3,1.8,4.1
2015-08-28,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,7.5,2,4.7
2015-08-29,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,6.8,0.4,3.6
2015-08-30,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,3.6,-0.3,1.7
2015-08-31,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2.6,0.4,1.5
2015-09-01,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,5.3,0.7,3
2015-09-02,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,10.2,-1.3,4.4
2015-09-03,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,3.4,0.7,2
2015-09-04,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2.9,-0.2,1.4
2015-09-05,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,4.8,-0.6,2.1
2015-09-06,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,3.7,-0.6,1.6
2015-09-07,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,4,0.2,2.1
2015-09-08,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,2.4,-0.9,0.8
2015-09-09,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,-0.1,-1.6,-0.8
2015-09-10,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-09-11,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-09-12,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-09-13,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-09-14,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-09-15,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
2015-09-16,CRND0103-2015-AK_Deadhorse_3_S.txt,-148.46,70.16,NA,NA,NA
